label,kind,c_exact,m_exact,K_exact,beta_exact,coefficient_vector,origin_count,origin_stability,origin_roots,section_angle,return_edge,edge_kind,edge_D,outside_outer_D,sign_mismatch,known_pair_supported,remote_roots
positive_K_0.0625,hopf_small,48860418261290747358615688996065935900750235071583/50000000000000000000000000000000000000000000000000,36578138638618247211702495857738587/1000000000000000000000000000000000,14920024471482710764490637780767117181116080461402418144161828170739267826909005431/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-62500000000000000000000000000006163/1000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-36578138638618247211702495857738587/1000000000000000000000000000000000"", ""-62500000000000000000000000000006163/1000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""48860418261290747358615688996065935900750235071583/50000000000000000000000000000000000000000000000000""]",3,USU,"[0.022759895093526734, 7.150946467468296, 19.43828783880247]",-0.9631851558150061,880167030257.0555,integration_failure_bracket,17.498332288740272,0.00011721193311453604,False,True,[[49488195.3350085]]
positive_K_0.0625,hopf,48860418261290747358615688996065935900750235071583/50000000000000000000000000000000000000000000000000,36578138638618247211702495857738587/1000000000000000000000000000000000,14920024471482710764490637780767117181116080461402418144161828170739267826909005431/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-62500000000000000000000000000006163/100000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-36578138638618247211702495857738587/1000000000000000000000000000000000"", ""-62500000000000000000000000000006163/100000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""48860418261290747358615688996065935900750235071583/50000000000000000000000000000000000000000000000000""]",3,USU,"[0.0618678092503679, 7.150946467468296, 19.43828783880247]",-0.963185160204561,880167030257.0555,integration_failure_bracket,17.498215810472303,0.00011562245946272753,False,True,[[49488195.3350085]]
positive_K_0.15,fold,989482868348152074454102711756358357/1000000000000000000000000000000000000,89538936774374742469610241471295197/2500000000000000000000000000000000,1874999999999999999999999999999980069897395822689683394392813514024619/12500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-89538936774374742469610241471295197/2500000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""989482868348152074454102711756358357/1000000000000000000000000000000000000""]",0,,[],-0.9669456625924017,220279727.1083415,integration_failure_bracket,25.795807922107578,,False,False,[[284784901.30553424]]
positive_K_0.15,pair,98939812609053806356560199460948984751240844021267/100000000000000000000000000000000000000000000000000,89538936774374742469610241471295197/2500000000000000000000000000000000,179153495188719432678596912203920567204942301484341443642249255977200300759332500589/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-89538936774374742469610241471295197/2500000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""98939812609053806356560199460948984751240844021267/100000000000000000000000000000000000000000000000000""]",2,SU,"[9.181997017602711, 19.43828783880247]",-0.966948904693429,230400730.7681778,integration_failure_bracket,25.72558270295572,0.0002537475942121503,False,True,[[284784901.30553424]]
positive_K_0.15,hopf_small,98939812609053806356560199460948984751240844021267/100000000000000000000000000000000000000000000000000,89538936774374742469610241471295197/2500000000000000000000000000000000,179153495188719432678596912203920567204942301484341443642249255977200300759332500589/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-89538936774374742469610241471295197/2500000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""98939812609053806356560199460948984751240844021267/100000000000000000000000000000000000000000000000000""]",3,USU,"[0.017725424121461646, 9.181997017602711, 19.43828783880247]",-0.9669489055120789,230400730.7681778,integration_failure_bracket,25.725514974177536,0.0002534561685831882,False,True,[[284784901.30553424]]
positive_K_0.15,hopf,98939812609053806356560199460948984751240844021267/100000000000000000000000000000000000000000000000000,89538936774374742469610241471295197/2500000000000000000000000000000000,179153495188719432678596912203920567204942301484341443642249255977200300759332500589/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-89538936774374742469610241471295197/2500000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""98939812609053806356560199460948984751240844021267/100000000000000000000000000000000000000000000000000""]",3,USU,"[0.0618678092503679, 9.181997017602711, 19.43828783880247]",-0.9669489128799281,230625841.38121995,integration_failure_bracket,25.749230063884255,0.0002508333411799235,False,True,[[284784901.30553424]]
positive_K_0.3,fold,25271233544097849324597930962507223/25000000000000000000000000000000000,345625352779931512539173975541617339/10000000000000000000000000000000000,374999999999999999999999999999990082010895425487950043343254784935567/1250000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-345625352779931512539173975541617339/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""25271233544097849324597930962507223/25000000000000000000000000000000000""]",0,,[],-0.9734156805245628,972433.7424703918,integration_failure_bracket,31.068368982591004,,False,False,[[42265826867.469826]]
positive_K_0.3,pair,5053390775692554125910161448556342613049035965683/5000000000000000000000000000000000000000000000000,345625352779931512539173975541617339/10000000000000000000000000000000000,71745845921210708046358384477707308348817141024288213645825290715114597908739552907/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-345625352779931512539173975541617339/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""5053390775692554125910161448556342613049035965683/5000000000000000000000000000000000000000000000000""]",2,SU,"[9.181997017602711, 19.43828783880247]",-0.9734226600898768,1010184.1091756776,integration_failure_bracket,31.03963506898844,0.00040392250518905826,False,True,[[54270395955.154884]]
positive_K_0.3,hopf_small,5053390775692554125910161448556342613049035965683/5000000000000000000000000000000000000000000000000,345625352779931512539173975541617339/10000000000000000000000000000000000,71745845921210708046358384477707308348817141024288213645825290715114597908739552907/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-345625352779931512539173975541617339/10000000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""5053390775692554125910161448556342613049035965683/5000000000000000000000000000000000000000000000000""]",3,USU,"[0.010751013186076358, 9.181997017602711, 19.43828783880247]",-0.9734226609766742,1010184.1091756776,integration_failure_bracket,31.039133995831904,0.0004036150136590422,False,True,[[54270395955.154884]]
positive_K_0.3,hopf,5053390775692554125910161448556342613049035965683/5000000000000000000000000000000000000000000000000,345625352779931512539173975541617339/10000000000000000000000000000000000,71745845921210708046358384477707308348817141024288213645825290715114597908739552907/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-345625352779931512539173975541617339/10000000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""5053390775692554125910161448556342613049035965683/5000000000000000000000000000000000000000000000000""]",3,USU,"[0.03752472315960101, 9.181997017602711, 19.43828783880247]",-0.9734226689578512,1010184.1091756776,integration_failure_bracket,31.034626093915186,0.0004008475912415932,False,True,[[54270395955.154884]]
positive_K_0.65,fold,106183156595893157489336937677629187/100000000000000000000000000000000000,319229491207056935149966855673317141/10000000000000000000000000000000000,3249999999999999999999999999999971784441006725689811827326837338938037/5000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-319229491207056935149966855673317141/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""106183156595893157489336937677629187/100000000000000000000000000000000000""]",0,,[],-0.9882754647067432,15903.20548974665,integration_failure_bracket,28.536914110169022,,False,False,[[]]
positive_K_0.65,pair,5307290750816876099152993928555178581851053776889/5000000000000000000000000000000000000000000000000,319229491207056935149966855673317141/10000000000000000000000000000000000,155943706606672650973259211997496615619693918258770819615542812520311340858686897839/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-319229491207056935149966855673317141/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""5307290750816876099152993928555178581851053776889/5000000000000000000000000000000000000000000000000""]",2,SU,"[9.181997017602711, 19.43828783880247]",-0.988292968957999,16392.01177928113,integration_failure_bracket,30.003822542161906,0.00030666658330247287,False,True,[[]]
positive_K_0.65,hopf_small,5307290750816876099152993928555178581851053776889/5000000000000000000000000000000000000000000000000,319229491207056935149966855673317141/10000000000000000000000000000000000,155943706606672650973259211997496615619693918258770819615542812520311340858686897839/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-319229491207056935149966855673317141/10000000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""5307290750816876099152993928555178581851053776889/5000000000000000000000000000000000000000000000000""]",3,USU,"[0.008372897488127267, 9.181997017602711, 19.43828783880247]",-0.988292970011847,16392.01177928113,integration_failure_bracket,29.992148079316195,0.0003063173791888474,False,True,[[]]
positive_K_0.65,hopf,5307290750816876099152993928555178581851053776889/5000000000000000000000000000000000000000000000000,319229491207056935149966855673317141/10000000000000000000000000000000000,155943706606672650973259211997496615619693918258770819615542812520311340858686897839/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-319229491207056935149966855673317141/10000000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""5307290750816876099152993928555178581851053776889/5000000000000000000000000000000000000000000000000""]",3,USU,"[0.022759895093526734, 9.181997017602711, 19.43828783880247]",-0.988292979496479,16392.01177928113,integration_failure_bracket,29.888704346420717,0.00030317454848560743,False,True,[[]]
positive_K_1.2,fold,57057075225460265075313255372700383/50000000000000000000000000000000000,285995872498834646349589654522332067/10000000000000000000000000000000000,3000000000000000000000000000000013578521423672198362189548212664898271/2500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-285995872498834646349589654522332067/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""57057075225460265075313255372700383/50000000000000000000000000000000000""]",0,,[],-1.0093899126303165,2244.5675611308943,integration_failure_bracket,22.921855267076758,,False,False,[[]]
positive_K_1.2,pair,11404801191968325226296693414393897642168067070669/10000000000000000000000000000000000000000000000000,285995872498834646349589654522332067/10000000000000000000000000000000000,579193118358303608849917802067393814492957547217890720032330911658463022374912271053/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-285995872498834646349589654522332067/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""11404801191968325226296693414393897642168067070669/10000000000000000000000000000000000000000000000000""]",2,SU,"[11.789917546552921, 24.9592556419146]",-1.0094271165431394,2306.789265969248,integration_failure_bracket,18.75630023302989,0.0015522453409713144,False,True,[[]]
positive_K_1.2,hopf_small,11404801191968325226296693414393897642168067070669/10000000000000000000000000000000000000000000000000,285995872498834646349589654522332067/10000000000000000000000000000000000,579193118358303608849917802067393814492957547217890720032330911658463022374912271053/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-285995872498834646349589654522332067/10000000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""11404801191968325226296693414393897642168067070669/10000000000000000000000000000000000000000000000000""]",3,USU,"[0.005078419037180083, 11.789917546552921, 24.9592556419146]",-1.0094271178562437,2306.789265969248,integration_failure_bracket,18.7437762225513,0.0015517601114249935,False,True,[[]]
positive_K_1.2,hopf,11404801191968325226296693414393897642168067070669/10000000000000000000000000000000000000000000000000,285995872498834646349589654522332067/10000000000000000000000000000000000,579193118358303608849917802067393814492957547217890720032330911658463022374912271053/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-285995872498834646349589654522332067/10000000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""11404801191968325226296693414393897642168067070669/10000000000000000000000000000000000000000000000000""]",3,USU,"[0.017725424121461646, 11.789917546552921, 24.9592556419146]",-1.009427129674184,2306.789265969248,integration_failure_bracket,18.63399247343372,0.0015473930497504895,False,True,[[]]
positive_K_2.0,fold,62217570809950761686507444329117097/50000000000000000000000000000000000,253226754051430802422558488241373883/10000000000000000000000000000000000,5000000000000000000000000000000000419495851455733813723341256310354161/2500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-253226754051430802422558488241373883/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""62217570809950761686507444329117097/50000000000000000000000000000000000""]",0,,[],-1.0323154390404714,967.263822040554,integration_failure_bracket,12.628485194429661,,False,False,[[]]
positive_K_2.0,pair,777141898436881649203279978662201661650843978119/625000000000000000000000000000000000000000000000,253226754051430802422558488241373883/10000000000000000000000000000000000,60890717753199441199342779745112289985131236865455558998167568733447378275250726847/31250000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-253226754051430802422558488241373883/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""777141898436881649203279978662201661650843978119/625000000000000000000000000000000000000000000000""]",2,SU,"[15.13855379042673, 32.04831862582525]",-1.0323773754356749,996.0208175470842,integration_failure_bracket,11.424674829374105,0.0007634469721411463,False,True,[[]]
positive_K_2.0,hopf_small,777141898436881649203279978662201661650843978119/625000000000000000000000000000000000000000000000,253226754051430802422558488241373883/10000000000000000000000000000000000,60890717753199441199342779745112289985131236865455558998167568733447378275250726847/31250000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-253226754051430802422558488241373883/10000000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""777141898436881649203279978662201661650843978119/625000000000000000000000000000000000000000000000""]",3,USU,"[0.003955076722920578, 15.13855379042673, 32.04831862582525]",-1.032377377047775,996.0208175470842,integration_failure_bracket,11.417486709292152,0.0007626901792381346,False,True,[[]]
positive_K_2.0,hopf,777141898436881649203279978662201661650843978119/625000000000000000000000000000000000000000000000,253226754051430802422558488241373883/10000000000000000000000000000000000,60890717753199441199342779745112289985131236865455558998167568733447378275250726847/31250000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-253226754051430802422558488241373883/10000000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""777141898436881649203279978662201661650843978119/625000000000000000000000000000000000000000000000""]",3,USU,"[0.013804574186067098, 15.13855379042673, 32.04831862582525]",-1.0323773915566798,996.0208175470842,integration_failure_bracket,11.35419329124528,0.0007558790619781597,False,True,[[]]
positive_K_3.0,fold,67311818334121071540426391143237377/50000000000000000000000000000000000,229390534053167111874295435606523543/10000000000000000000000000000000000,7499999999999999999999999999999992210097101894226592513115643268733821/2500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-229390534053167111874295435606523543/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""67311818334121071540426391143237377/50000000000000000000000000000000000""]",0,,[],-1.049090309349207,884.1507091035061,integration_failure_bracket,9.40675710598667,,False,False,[[]]
positive_K_3.0,pair,3363283483039231530360448184450739877119268616083/2500000000000000000000000000000000000000000000000,229390534053167111874295435606523543/10000000000000000000000000000000000,369177662147629763545416909549027944273095624847476129020109077383877072704047362759/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-229390534053167111874295435606523543/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""3363283483039231530360448184450739877119268616083/2500000000000000000000000000000000000000000000000""]",2,SU,"[24.9592556419146, 52.8387446085732]",-1.0491592640047067,916.681740480513,integration_failure_bracket,9.964730760173964,0.0002771153894149947,False,True,[[]]
positive_K_3.0,hopf_small,3363283483039231530360448184450739877119268616083/2500000000000000000000000000000000000000000000000,229390534053167111874295435606523543/10000000000000000000000000000000000,369177662147629763545416909549027944273095624847476129020109077383877072704047362759/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-229390534053167111874295435606523543/10000000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""3363283483039231530360448184450739877119268616083/2500000000000000000000000000000000000000000000000""]",3,USU,"[0.003080216848918032, 24.9592556419146, 52.8387446085732]",-1.0491592658312232,916.681740480513,integration_failure_bracket,9.929725105312041,0.0002755876176774308,False,True,[[]]
positive_K_3.0,hopf,3363283483039231530360448184450739877119268616083/2500000000000000000000000000000000000000000000000,229390534053167111874295435606523543/10000000000000000000000000000000000,369177662147629763545416909549027944273095624847476129020109077383877072704047362759/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-229390534053167111874295435606523543/10000000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""3363283483039231530360448184450739877119268616083/2500000000000000000000000000000000000000000000000""]",3,USU,"[0.010751013186076358, 24.9592556419146, 52.8387446085732]",-1.0491592822698728,916.681740480513,integration_failure_bracket,9.652019792091718,0.00026183775247456964,False,True,[[]]
positive_K_4.0,fold,142346874652111337440988528353606997/100000000000000000000000000000000000,215797174887361307084749713230398989/10000000000000000000000000000000000,20000000000000000000000000000000023254574373082039624641918223733386363/5000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-215797174887361307084749713230398989/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""142346874652111337440988528353606997/100000000000000000000000000000000000""]",0,,[],-1.0576900846777764,1327.2674163605498,integration_failure_bracket,8.435623222464024,,False,False,[[]]
positive_K_4.0,pair,7114182965025756972831669560797901540329113816149/5000000000000000000000000000000000000000000000000,215797174887361307084749713230398989/10000000000000000000000000000000000,992497068143816075846292511920876246285213455438048244618747380612663723180276206971/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-215797174887361307084749713230398989/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""7114182965025756972831669560797901540329113816149/5000000000000000000000000000000000000000000000000""]",2,SU,"[52.8387446085732, 111.85962321414235]",-1.0577395421959794,1389.6066090797258,integration_failure_bracket,7.454901251798647,0.0023124797668252484,False,True,[[]]
positive_K_4.0,hopf_small,7114182965025756972831669560797901540329113816149/5000000000000000000000000000000000000000000000000,215797174887361307084749713230398989/10000000000000000000000000000000000,992497068143816075846292511920876246285213455438048244618747380612663723180276206971/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/10000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-215797174887361307084749713230398989/10000000000000000000000000000000000"", ""-1/10000000"", ""-10"", ""11/5"", ""7114182965025756972831669560797901540329113816149/5000000000000000000000000000000000000000000000000""]",3,USU,"[0.003080216848918032, 52.8387446085732, 111.85962321414235]",-1.0577395441208421,1389.6066090797258,integration_failure_bracket,7.421212384480809,0.002308453252089393,False,True,[[]]
positive_K_4.0,hopf,7114182965025756972831669560797901540329113816149/5000000000000000000000000000000000000000000000000,215797174887361307084749713230398989/10000000000000000000000000000000000,992497068143816075846292511920876246285213455438048244618747380612663723180276206971/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1/1000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-215797174887361307084749713230398989/10000000000000000000000000000000000"", ""-1/1000000"", ""-10"", ""11/5"", ""7114182965025756972831669560797901540329113816149/5000000000000000000000000000000000000000000000000""]",3,USU,"[0.008372897488127267, 52.8387446085732, 111.85962321414235]",-1.0577395614446097,1390.9643096157197,integration_failure_bracket,9.531132799487768,0.0022722152710183963,False,True,[[]]
positive_K_6.0,fold,15377596872726974833186974380486611/10000000000000000000000000000000000,50355186349540218925972330624325351/2500000000000000000000000000000000,749999999999999999999999999999999406065884214351475452188350597130071/125000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-50355186349540218925972330624325351/2500000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""15377596872726974833186974380486611/10000000000000000000000000000000000""]",0,,[],-1.064330120856572,29740.128283877224,integration_failure_bracket,6.509757913170937,,False,False,[[]]
positive_K_6.0,pair,15377410612427221830106726556982020556205486428577/10000000000000000000000000000000000000000000000000,50355186349540218925972330624325351/2500000000000000000000000000000000,749896829106860579408709325941057082112731383363594267540734934091316987627791510797/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-50355186349540218925972330624325351/2500000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""15377410612427221830106726556982020556205486428577/10000000000000000000000000000000000000000000000000""]",2,SU,"[1061.2945558103804, 2884.897705701871]",-1.0643316134791947,32440.619213769085,integration_failure_bracket,6.531801857008972,0.007475977633765396,False,True,[[]]
positive_K_6.0,hopf_small,15377410612427221830106726556982020556205486428577/10000000000000000000000000000000000000000000000000,50355186349540218925972330624325351/2500000000000000000000000000000000,749896829106860579408709325941057082112731383363594267540734934091316987627791510797/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-17229001087809517896379872487098588002303583596037/500000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-50355186349540218925972330624325351/2500000000000000000000000000000000"", ""-17229001087809517896379872487098588002303583596037/500000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15377410612427221830106726556982020556205486428577/10000000000000000000000000000000000000000000000000""]",3,USU,"[0.0014549914146182016, 1061.2945558103804, 2884.897705701871]",-1.0643316141612633,32472.314979899384,integration_failure_bracket,6.619579135964635,0.007389049481192345,False,True,[[]]
positive_K_6.0,hopf,15377410612427221830106726556982020556205486428577/10000000000000000000000000000000000000000000000000,50355186349540218925972330624325351/2500000000000000000000000000000000,749896829106860579408709325941057082112731383363594267540734934091316987627791510797/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-17229001087809517896379872487098588002303583596037/50000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-50355186349540218925972330624325351/2500000000000000000000000000000000"", ""-17229001087809517896379872487098588002303583596037/50000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15377410612427221830106726556982020556205486428577/10000000000000000000000000000000000000000000000000""]",3,USU,"[0.003955076722920578, 1061.2945558103804, 2884.897705701871]",-1.0643316202998805,32758.97407281063,integration_failure_bracket,8.268973702495959,0.0066070711980188435,False,True,[[]]
center_0.001953125,fold,484444239633544850173239949080866449/500000000000000000000000000000000000,371188019616530613176926319624111229/10000000000000000000000000000000000,48828125000000000000000000000077083109471295670205534210319572814031/25000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371188019616530613176926319624111229/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""484444239633544850173239949080866449/500000000000000000000000000000000000""]",0,,[],-0.9605946130105449,2.010328497117133e+17,scan_cap,0.7523003067444023,,False,False,[[18205689.644426107]]
center_0.001953125,pair,3875549562869773343021089661658785184433872254889/4000000000000000000000000000000000000000000000000,371188019616530613176926319624111229/10000000000000000000000000000000000,372846510150512716908130830898724916373313218413757632958474382318264006525534391/200000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371188019616530613176926319624111229/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""3875549562869773343021089661658785184433872254889/4000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.9605946520674596,2.010328497117133e+17,scan_cap,0.7485472040758623,3.90590635124255e-06,False,True,[[18205689.644426107]]
center_0.001953125,hopf_small,3875549562869773343021089661658785184433872254889/4000000000000000000000000000000000000000000000000,371188019616530613176926319624111229/10000000000000000000000000000000000,372846510150512716908130830898724916373313218413757632958474382318264006525534391/200000000000000000000000000000000000000000000000000000000000000000000000000000000000,-97656250000000000000000000000308149/50000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371188019616530613176926319624111229/10000000000000000000000000000000000"", ""-97656250000000000000000000000308149/50000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""3875549562869773343021089661658785184433872254889/4000000000000000000000000000000000000000000000000""]",3,USU,"[0.022759895093526734, 7.150946467468296, 19.43828783880247]",-0.9605946520821979,2.010328497117133e+17,scan_cap,0.7485470573690307,3.9005024512484e-06,False,True,[[18205689.644426107]]
center_0.001953125,hopf,3875549562869773343021089661658785184433872254889/4000000000000000000000000000000000000000000000000,371188019616530613176926319624111229/10000000000000000000000000000000000,372846510150512716908130830898724916373313218413757632958474382318264006525534391/200000000000000000000000000000000000000000000000000000000000000000000000000000000000,-97656250000000000000000000000308149/5000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371188019616530613176926319624111229/10000000000000000000000000000000000"", ""-97656250000000000000000000000308149/5000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""3875549562869773343021089661658785184433872254889/4000000000000000000000000000000000000000000000000""]",3,USU,"[0.0618678092503679, 7.150946467468296, 19.43828783880247]",-0.9605946522148414,2.010328497117133e+17,scan_cap,0.748545736901761,3.851868862536634e-06,False,True,[[18205689.644426107]]
center_0.0001,fold,242158586163738623161165663136369251/250000000000000000000000000000000000,185677563868266135521354133390598391/5000000000000000000000000000000000,624999999999999999999999999999500507361061287161613260486247226551/6250000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185677563868266135521354133390598391/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""242158586163738623161165663136369251/250000000000000000000000000000000000""]",0,,[],-0.9605155950631858,2.010328497117133e+17,scan_cap,0.03733267534749274,,False,False,[[18205689.644426107]]
center_0.0001,pair,9686342889318821037945612159395320232960664975297/10000000000000000000000000000000000000000000000000,185677563868266135521354133390598391/5000000000000000000000000000000000,23861882323434159487755512639668074669447056663241868507737504762339562692418397/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185677563868266135521354133390598391/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""9686342889318821037945612159395320232960664975297/10000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.960515597060899,2.010328497117133e+17,scan_cap,0.03715184695582252,2.0030242531277054e-07,False,True,[[18205689.644426107]]
