label,kind,c_exact,m_exact,K_exact,beta_exact,coefficient_vector,origin_count,origin_stability,origin_roots,section_angle,return_edge,edge_kind,edge_D,outside_outer_D,sign_mismatch,known_pair_supported,remote_roots
center_0.0001,hopf_small,9686342889318821037945612159395320232960664975297/10000000000000000000000000000000000000000000000000,185677563868266135521354133390598391/5000000000000000000000000000000000,23861882323434159487755512639668074669447056663241868507737504762339562692418397/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-999999999999999999999999999949907333/10000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185677563868266135521354133390598391/5000000000000000000000000000000000"", ""-999999999999999999999999999949907333/10000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""9686342889318821037945612159395320232960664975297/10000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.9605155970616528,2.010328497117133e+17,scan_cap,0.03715183983007364,2.0002588474454797e-07,False,True,[[18205689.644426107]]
center_0.0001,hopf,9686342889318821037945612159395320232960664975297/10000000000000000000000000000000000000000000000000,185677563868266135521354133390598391/5000000000000000000000000000000000,23861882323434159487755512639668074669447056663241868507737504762339562692418397/250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-999999999999999999999999999949907333/1000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185677563868266135521354133390598391/5000000000000000000000000000000000"", ""-999999999999999999999999999949907333/1000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""9686342889318821037945612159395320232960664975297/10000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.9605155970684371,2.010328497117133e+17,scan_cap,0.03715177576392392,1.9753747793060938e-07,False,True,[[18205689.644426107]]
center_0.00001,fold,968622004651007592845124513200200003/1000000000000000000000000000000000000,371363246046601116754474557216715581/10000000000000000000000000000000000,500000000000000000000000000128761818178872482494173819023629814173/50000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371363246046601116754474557216715581/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""968622004651007592845124513200200003/1000000000000000000000000000000000000""]",0,,[],-0.960511757808779,2.010328497117133e+17,scan_cap,0.003727727262287317,,False,False,[[18205689.644426107]]
center_0.00001,pair,24215549976968806000071713353914064998351713262841/25000000000000000000000000000000000000000000000000,371363246046601116754474557216715581/10000000000000000000000000000000000,11930934020201186572128372241346221300556844126220365469194103979803928923281831/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371363246046601116754474557216715581/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""24215549976968806000071713353914064998351713262841/25000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.9605117580085407,2.010328497117133e+17,scan_cap,0.0037096963613265643,1.9992281607983386e-08,False,True,[[18205689.644426107]]
center_0.00001,hopf_small,24215549976968806000071713353914064998351713262841/25000000000000000000000000000000000000000000000000,371363246046601116754474557216715581/10000000000000000000000000000000000,11930934020201186572128372241346221300556844126220365469194103979803928923281831/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-20000000000000000000000000001463337/2000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371363246046601116754474557216715581/10000000000000000000000000000000000"", ""-20000000000000000000000000001463337/2000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""24215549976968806000071713353914064998351713262841/25000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.960511758008616,2.010328497117133e+17,scan_cap,0.003709695610503161,1.996451803876198e-08,False,True,[[18205689.644426107]]
center_0.00001,hopf,24215549976968806000071713353914064998351713262841/25000000000000000000000000000000000000000000000000,371363246046601116754474557216715581/10000000000000000000000000000000000,11930934020201186572128372241346221300556844126220365469194103979803928923281831/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-20000000000000000000000000001463337/200000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371363246046601116754474557216715581/10000000000000000000000000000000000"", ""-20000000000000000000000000001463337/200000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""24215549976968806000071713353914064998351713262841/25000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.9605117580092944,2.010328497117133e+17,scan_cap,0.0037096892441894624,1.971566954139803e-08,False,True,[[18205689.644426107]]
center_0.000001,fold,484310385331559642330372346770779713/500000000000000000000000000000000000,185682028945004820580872515762203629/5000000000000000000000000000000000,12499999999999999999999999946611675216638197620343452157489963247/12500000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682028945004820580872515762203629/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""484310385331559642330372346770779713/500000000000000000000000000000000000""]",0,,[],-0.9605113740852766,2.010328497117133e+17,scan_cap,0.00037271210264577803,,False,False,[[18205689.644426107]]
center_0.000001,pair,48431038505294713413573967645964100403334821440239/50000000000000000000000000000000000000000000000000,185682028945004820580872515762203629/5000000000000000000000000000000000,1193093330607860206117868313399450948434914273862609569602086862083923896700641/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682028945004820580872515762203629/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""48431038505294713413573967645964100403334821440239/50000000000000000000000000000000000000000000000000""]",1,U,[19.43828783880247],-0.9605113741052527,2.010328497117133e+17,scan_cap,0.00037090955298424433,1.9593588973521037e-09,False,True,[[18205689.644426107]]
center_0.000001,hopf_small,48431038505294713413573967645964100403334821440239/50000000000000000000000000000000000000000000000000,185682028945004820580872515762203629/5000000000000000000000000000000000,1193093330607860206117868313399450948434914273862609569602086862083923896700641/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-499999999999999999999999999112137051/500000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682028945004820580872515762203629/5000000000000000000000000000000000"", ""-499999999999999999999999999112137051/500000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""48431038505294713413573967645964100403334821440239/50000000000000000000000000000000000000000000000000""]",1,U,[19.43828783880247],-0.9605113741052603,2.010328497117133e+17,scan_cap,0.0003709094764658971,1.9566113174107613e-09,False,True,[[18205689.644426107]]
center_0.000001,hopf,48431038505294713413573967645964100403334821440239/50000000000000000000000000000000000000000000000000,185682028945004820580872515762203629/5000000000000000000000000000000000,1193093330607860206117868313399450948434914273862609569602086862083923896700641/1250000000000000000000000000000000000000000000000000000000000000000000000000000000000,-499999999999999999999999999112137051/50000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682028945004820580872515762203629/5000000000000000000000000000000000"", ""-499999999999999999999999999112137051/50000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""48431038505294713413573967645964100403334821440239/50000000000000000000000000000000000000000000000000""]",2,SU,"[7.150946467468296, 19.43828783880247]",-0.9605113741053282,2.010328497117133e+17,scan_cap,0.00037090884991641815,1.931451887315916e-09,False,True,[[18205689.644426107]]
center_0.00000001,fold,121077579365573799647892782604291457/125000000000000000000000000000000000,371364147192922234249865907512682449/10000000000000000000000000000000000,62499999999999999999999989921076452823917599177141651929920123/6250000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371364147192922234249865907512682449/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""121077579365573799647892782604291457/125000000000000000000000000000000000""]",0,,[],-0.960511331875713,2.010328497117133e+17,scan_cap,3.7211678787230085e-06,,False,False,[[18205689.644426107]]
center_0.00000001,pair,96862063491901814759003812751771736969224927020079/100000000000000000000000000000000000000000000000000,371364147192922234249865907512682449/10000000000000000000000000000000000,47723732910101853168141860882802853135804005448612026329062117394687112828181/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371364147192922234249865907512682449/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""96862063491901814759003812751771736969224927020079/100000000000000000000000000000000000000000000000000""]",0,,[],-0.9605113318759128,2.010328497117133e+17,scan_cap,3.70312518072069e-06,,False,True,[[18205689.644426107]]
center_0.00000001,hopf_small,96862063491901814759003812751771736969224927020079/100000000000000000000000000000000000000000000000000,371364147192922234249865907512682449/10000000000000000000000000000000000,47723732910101853168141860882802853135804005448612026329062117394687112828181/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-100000000000000000000000055289209809/10000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371364147192922234249865907512682449/10000000000000000000000000000000000"", ""-100000000000000000000000055289209809/10000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""96862063491901814759003812751771736969224927020079/100000000000000000000000000000000000000000000000000""]",0,,[],-0.9605113318759128,2.010328497117133e+17,scan_cap,3.703138553134977e-06,,False,True,[[18205689.644426107]]
center_0.00000001,hopf,96862063491901814759003812751771736969224927020079/100000000000000000000000000000000000000000000000000,371364147192922234249865907512682449/10000000000000000000000000000000000,47723732910101853168141860882802853135804005448612026329062117394687112828181/5000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-100000000000000000000000055289209809/1000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-371364147192922234249865907512682449/10000000000000000000000000000000000"", ""-100000000000000000000000055289209809/1000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""96862063491901814759003812751771736969224927020079/100000000000000000000000000000000000000000000000000""]",0,,[],-0.9605113318759133,2.010328497117133e+17,scan_cap,3.703115666553458e-06,,False,True,[[18205689.644426107]]
center_0.0000000001,fold,193724126713441049452825079907597099/200000000000000000000000000000000000,185682074042975748978602529983609123/5000000000000000000000000000000000,500000000000000000000009772283340257345227262578620432075947/5000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682074042975748978602529983609123/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""193724126713441049452825079907597099/200000000000000000000000000000000000""]",0,,[],-0.9605113314536173,2.010328497117133e+17,scan_cap,3.131540182721437e-08,,False,False,[[]]
center_0.0000000001,pair,96862063356714952476823369421403536399684472848721/100000000000000000000000000000000000000000000000000,185682074042975748978602529983609123/5000000000000000000000000000000000,238618664531174656061819016556482015276054232580061790194695139424519298513/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682074042975748978602529983609123/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""96862063356714952476823369421403536399684472848721/100000000000000000000000000000000000000000000000000""]",0,,[],-0.9605113314536193,2.010328497117133e+17,scan_cap,3.113716218194895e-08,,False,True,[[]]
center_0.0000000001,hopf_small,96862063356714952476823369421403536399684472848721/100000000000000000000000000000000000000000000000000,185682074042975748978602529983609123/5000000000000000000000000000000000,238618664531174656061819016556482015276054232580061790194695139424519298513/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000,-25000000000000000000000306563653999/250000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682074042975748978602529983609123/5000000000000000000000000000000000"", ""-25000000000000000000000306563653999/250000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""96862063356714952476823369421403536399684472848721/100000000000000000000000000000000000000000000000000""]",0,,[],-0.9605113314536193,2.010328497117133e+17,scan_cap,3.114773505785706e-08,,False,True,[[]]
center_0.0000000001,hopf,96862063356714952476823369421403536399684472848721/100000000000000000000000000000000000000000000000000,185682074042975748978602529983609123/5000000000000000000000000000000000,238618664531174656061819016556482015276054232580061790194695139424519298513/2500000000000000000000000000000000000000000000000000000000000000000000000000000000000,-25000000000000000000000306563653999/25000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-185682074042975748978602529983609123/5000000000000000000000000000000000"", ""-25000000000000000000000306563653999/25000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""96862063356714952476823369421403536399684472848721/100000000000000000000000000000000000000000000000000""]",0,,[],-0.9605113314536193,2.010328497117133e+17,scan_cap,3.114104885071356e-08,,False,True,[[]]
events_half_0,fold,6305847882122006926791744389067831/4000000000000000000000000000000000,197500824126713094305705523232017683/10000000000000000000000000000000000,1349495206370370187224091064477804991049234171741401065114198463011303/200000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-197500824126713094305705523232017683/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""6305847882122006926791744389067831/4000000000000000000000000000000000""]",0,,[],-1.065529026790731,37832914.418511726,integration_failure_bracket,5.776779808937562,,False,False,[[]]
events_half_0,pair,3941154918808396984152654105607313978518269753701/2500000000000000000000000000000000000000000000000,197500824126713094305705523232017683/10000000000000000000000000000000000,843434487648868132464585981673624139709062333635708941490220159689227232502553642613/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-197500824126713094305705523232017683/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""3941154918808396984152654105607313978518269753701/2500000000000000000000000000000000000000000000000""]",2,SU,"[906407.9150111552, 1918865.5711364753]",-1.0655290270320132,41754711.20038654,integration_failure_bracket,5.96004490218867,0.0018579649628822636,False,True,[[]]
events_half_0,hopf_small,3941154918808396984152654105607313978518269753701/2500000000000000000000000000000000000000000000000,197500824126713094305705523232017683/10000000000000000000000000000000000,843434487648868132464585981673624139709062333635708941490220159689227232502553642613/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-50654821609998214867952970392091080428826972161479/10000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-197500824126713094305705523232017683/10000000000000000000000000000000000"", ""-50654821609998214867952970392091080428826972161479/10000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""3941154918808396984152654105607313978518269753701/2500000000000000000000000000000000000000000000000""]",2,SU,"[906407.9150111552, 1918865.5711364753]",-1.0655290270321136,41795507.20222376,integration_failure_bracket,5.887093806978914,0.0018218746375087136,False,True,[[]]
events_half_0,hopf,3941154918808396984152654105607313978518269753701/2500000000000000000000000000000000000000000000000,197500824126713094305705523232017683/10000000000000000000000000000000000,843434487648868132464585981673624139709062333635708941490220159689227232502553642613/125000000000000000000000000000000000000000000000000000000000000000000000000000000000,-50654821609998214867952970392091080428826972161479/1000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-197500824126713094305705523232017683/10000000000000000000000000000000000"", ""-50654821609998214867952970392091080428826972161479/1000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""3941154918808396984152654105607313978518269753701/2500000000000000000000000000000000000000000000000""]",2,SU,"[906407.9150111552, 1918865.5711364753]",-1.0655290270330178,42205665.92071969,integration_failure_bracket,6.315679898086149,0.0014960294711272581,False,True,[[]]
events_half_3,fold,158169864561249155674279365481320463/100000000000000000000000000000000000,39396191116635680359145379796085633/2000000000000000000000000000000000,6846096786303039530853293488474713917015508465886681518884102095288869/1000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-39396191116635680359145379796085633/2000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""158169864561249155674279365481320463/100000000000000000000000000000000000""]",2,SU,"[23376568.23177193, 30016107.764530372]",-1.0656791052157875,919296922.3577927,integration_failure_bracket,5.837045642429686,0.0011561601079961292,False,False,[[]]
events_half_3,pair,15816986455486886892191217591076020141232346980929/10000000000000000000000000000000000000000000000000,39396191116635680359145379796085633/2000000000000000000000000000000000,684609678353809057182613101273303143379818863825151094248758130488492058274520823627/100000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-39396191116635680359145379796085633/2000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""15816986455486886892191217591076020141232346980929/10000000000000000000000000000000000000000000000000""]",2,SU,"[18205689.644426107, 38541445.279695265]",-1.0656791052209071,1016575699.0172161,integration_failure_bracket,5.770843799515255,0.0011603498132508605,False,True,[[]]
events_half_3,hopf_small,15816986455486886892191217591076020141232346980929/10000000000000000000000000000000000000000000000000,39396191116635680359145379796085633/2000000000000000000000000000000000,684609678353809057182613101273303143379818863825151094248758130488492058274520823627/100000000000000000000000000000000000000000000000000000000000000000000000000000000000,-10641645292691733606478641395241402161613942400717/100000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-39396191116635680359145379796085633/2000000000000000000000000000000000"", ""-10641645292691733606478641395241402161613942400717/100000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15816986455486886892191217591076020141232346980929/10000000000000000000000000000000000000000000000000""]",2,SU,"[18205689.644426107, 38541445.279695265]",-1.0656791052209094,1017568933.6221869,integration_failure_bracket,6.181793997868635,0.001137711103432082,False,True,[[]]
events_half_3,hopf,15816986455486886892191217591076020141232346980929/10000000000000000000000000000000000000000000000000,39396191116635680359145379796085633/2000000000000000000000000000000000,684609678353809057182613101273303143379818863825151094248758130488492058274520823627/100000000000000000000000000000000000000000000000000000000000000000000000000000000000,-10641645292691733606478641395241402161613942400717/10000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-39396191116635680359145379796085633/2000000000000000000000000000000000"", ""-10641645292691733606478641395241402161613942400717/10000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15816986455486886892191217591076020141232346980929/10000000000000000000000000000000000000000000000000""]",2,SU,"[18205689.644426107, 38541445.279695265]",-1.0656791052209282,1027554810.0413043,integration_failure_bracket,6.018318270072424,0.0008830459604851626,False,True,[[]]
events_half_7,fold,3964702837868082256957269347641133/2500000000000000000000000000000000,98283529450183521556831747920369689/5000000000000000000000000000000000,432770751267878288232096688227491390433086617708390425497588090994007/62500000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-98283529450183521556831747920369689/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""3964702837868082256957269347641133/2500000000000000000000000000000000""]",1,S,[469530924.356671],-1.0657974242672488,2.010328497117133e+17,scan_cap,-14.778932606137545,-0.00209441777829511,False,False,[[]]
events_half_7,pair,63435245405873133965776439467310250507372695733/40000000000000000000000000000000000000000000000,98283529450183521556831747920369689/5000000000000000000000000000000000,6924332020268557789558462249256072191808091201669400782699765004973893028601207407/1000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-98283529450183521556831747920369689/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""63435245405873133965776439467310250507372695733/40000000000000000000000000000000000000000000000""]",1,S,[469530924.356671],-1.0657974242672812,2.010328497117133e+17,scan_cap,-14.93249059788338,-0.0026139906443241046,False,True,[[]]
events_half_7,hopf_small,63435245405873133965776439467310250507372695733/40000000000000000000000000000000000000000000000,98283529450183521556831747920369689/5000000000000000000000000000000000,6924332020268557789558462249256072191808091201669400782699765004973893028601207407/1000000000000000000000000000000000000000000000000000000000000000000000000000000000,-4184195716680442054192834288199882637011929964971/6250000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-98283529450183521556831747920369689/5000000000000000000000000000000000"", ""-4184195716680442054192834288199882637011929964971/6250000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""63435245405873133965776439467310250507372695733/40000000000000000000000000000000000000000000000""]",1,S,[469530924.356671],-1.0657974242672812,2.010328497117133e+17,scan_cap,-14.895973783518205,-0.0027033297781287047,False,True,[[]]
events_half_7,hopf,63435245405873133965776439467310250507372695733/40000000000000000000000000000000000000000000000,98283529450183521556831747920369689/5000000000000000000000000000000000,6924332020268557789558462249256072191808091201669400782699765004973893028601207407/1000000000000000000000000000000000000000000000000000000000000000000000000000000000,-4184195716680442054192834288199882637011929964971/625000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-98283529450183521556831747920369689/5000000000000000000000000000000000"", ""-4184195716680442054192834288199882637011929964971/625000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""63435245405873133965776439467310250507372695733/40000000000000000000000000000000000000000000000""]",1,S,[469530924.356671],-1.0657974242672812,2.010328497117133e+17,scan_cap,-14.966992662831256,-0.0028632075708685534,False,True,[[]]
events_quad_0,fold,158732815126123739676822334027976613/100000000000000000000000000000000000,196424135995093694072922058157981587/10000000000000000000000000000000000,34756448719848896241309430047818508369335427485792822068747418926873141/5000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-196424135995093694072922058157981587/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""158732815126123739676822334027976613/100000000000000000000000000000000000""]",1,S,[993996974.663237],-1.0658380387604984,2.010328497117133e+17,scan_cap,-15.531847518453667,-0.001554958376843274,False,False,[[]]
events_quad_0,pair,15873281512612044727027882892400885551347053755051/10000000000000000000000000000000000000000000000000,196424135995093694072922058157981587/10000000000000000000000000000000000,3475644871984178245209225163586660831389853995816001031369651920617367904507928705307/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-196424135995093694072922058157981587/10000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""15873281512612044727027882892400885551347053755051/10000000000000000000000000000000000000000000000000""]",1,S,[993996974.663237],-1.0658380387605009,2.010328497117133e+17,scan_cap,-15.584509831641526,-0.0013808565752135848,False,True,[[]]
events_quad_0,hopf_small,15873281512612044727027882892400885551347053755051/10000000000000000000000000000000000000000000000000,196424135995093694072922058157981587/10000000000000000000000000000000000,3475644871984178245209225163586660831389853995816001031369651920617367904507928705307/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,-54336515965947049130952964301408983469241269010869/1000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-196424135995093694072922058157981587/10000000000000000000000000000000000"", ""-54336515965947049130952964301408983469241269010869/1000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15873281512612044727027882892400885551347053755051/10000000000000000000000000000000000000000000000000""]",1,S,[993996974.663237],-1.0658380387605009,2.010328497117133e+17,scan_cap,-15.507094017974342,-0.001336376533181749,False,True,[[]]
events_quad_0,hopf,15873281512612044727027882892400885551347053755051/10000000000000000000000000000000000000000000000000,196424135995093694072922058157981587/10000000000000000000000000000000000,3475644871984178245209225163586660831389853995816001031369651920617367904507928705307/500000000000000000000000000000000000000000000000000000000000000000000000000000000000,-54336515965947049130952964301408983469241269010869/100000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-196424135995093694072922058157981587/10000000000000000000000000000000000"", ""-54336515965947049130952964301408983469241269010869/100000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15873281512612044727027882892400885551347053755051/10000000000000000000000000000000000000000000000000""]",1,S,[993996974.663237],-1.0658380387605009,2.010328497117133e+17,scan_cap,-15.561786582253287,-0.0011104302551281364,False,True,[[]]
events_quad_3,fold,9939418830945552673331267952314069/6250000000000000000000000000000000,7845214170422319736152010458528961/400000000000000000000000000000000,87582621215563976009629712593309932345458960363513234774433646775399/12500000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-7845214170422319736152010458528961/400000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""9939418830945552673331267952314069/6250000000000000000000000000000000""]",1,S,[2701963913.770343],-1.065921129223553,2.010328497117133e+17,scan_cap,-15.666683218564263,-0.00752757001896498,False,False,[[]]
events_quad_3,pair,15903070129512884089479233028243398322753224140587/10000000000000000000000000000000000000000000000000,7845214170422319736152010458528961/400000000000000000000000000000000,140132193944902345404380572682932670573787734232236413689985678046032698988225441177/20000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-7845214170422319736152010458528961/400000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""15903070129512884089479233028243398322753224140587/10000000000000000000000000000000000000000000000000""]",1,S,[2701963913.770343],-1.065921129223553,2.010328497117133e+17,scan_cap,-15.666683218564263,-0.00752757001896498,False,True,[[]]
events_quad_3,hopf_small,15903070129512884089479233028243398322753224140587/10000000000000000000000000000000000000000000000000,7845214170422319736152010458528961/400000000000000000000000000000000,140132193944902345404380572682932670573787734232236413689985678046032698988225441177/20000000000000000000000000000000000000000000000000000000000000000000000000000000000,-30829910042481316865485181334024115074183288569351/1000000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-7845214170422319736152010458528961/400000000000000000000000000000000"", ""-30829910042481316865485181334024115074183288569351/1000000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15903070129512884089479233028243398322753224140587/10000000000000000000000000000000000000000000000000""]",1,S,[2701963913.770343],-1.065921129223553,2.010328497117133e+17,scan_cap,-15.666683218564263,-0.00752757001896498,False,True,[[]]
events_quad_3,hopf,15903070129512884089479233028243398322753224140587/10000000000000000000000000000000000000000000000000,7845214170422319736152010458528961/400000000000000000000000000000000,140132193944902345404380572682932670573787734232236413689985678046032698988225441177/20000000000000000000000000000000000000000000000000000000000000000000000000000000000,-30829910042481316865485181334024115074183288569351/100000000000000000000000000000000000000000000000000000000000000000000,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-7845214170422319736152010458528961/400000000000000000000000000000000"", ""-30829910042481316865485181334024115074183288569351/100000000000000000000000000000000000000000000000000000000000000000000"", ""-10"", ""11/5"", ""15903070129512884089479233028243398322753224140587/10000000000000000000000000000000000000000000000000""]",1,S,[2701963913.770343],-1.065921129223553,2.010328497117133e+17,scan_cap,-15.666683218564263,-0.00752757001896498,False,True,[[]]
events_quad_6,fold,79607567207102794347037167899398103/50000000000000000000000000000000000,97974380785036262046151922364717063/5000000000000000000000000000000000,8800927935850537984435002028443405866918793289842406971813537533246379/1250000000000000000000000000000000000000000000000000000000000000000000,0,"[""0"", ""0"", ""1"", ""1"", ""1"", ""0"", ""0"", ""-97974380785036262046151922364717063/5000000000000000000000000000000000"", ""0"", ""-10"", ""11/5"", ""79607567207102794347037167899398103/50000000000000000000000000000000000""]",1,S,[4454785377.297331],-1.0659722228154174,2.010328497117133e+17,scan_cap,-15.708416314926517,-0.03255010547770354,False,False,[[]]
