2048 sets, 18s, hist {0: 3348, 1: 72}
4096 sets, 34s, hist {0: 6694, 1: 121}
6144 sets, 51s, hist {0: 10030, 1: 189}
321536 sets, 2590s, hist {0: 525432, 1: 9369, 2: 53}
323584 sets, 2607s, hist {0: 528780, 1: 9437, 2: 54}
325632 sets, 2621s, hist {0: 532125, 1: 9498, 2: 54}
327680 sets, 2638s, hist {0: 535466, 1: 9572, 2: 54}
329728 sets, 2655s, hist {0: 538818, 1: 9629, 2: 54}
331776 sets, 2670s, hist {0: 542163, 1: 9695, 2: 54}
333824 sets, 2685s, hist {0: 545512, 1: 9757, 2: 55}
335872 sets, 2700s, hist {0: 548862, 1: 9813, 2: 55}
337920 sets, 2715s, hist {0: 552204, 1: 9873, 2: 55}
339968 sets, 2733s, hist {0: 555552, 1: 9934, 2: 56}
342016 sets, 2748s, hist {0: 558893, 1: 9992, 2: 56}
344064 sets, 2764s, hist {0: 562250, 1: 10048, 2: 56}
346112 sets, 2780s, hist {0: 565587, 1: 10106, 2: 56}
348160 sets, 2796s, hist {0: 568953, 1: 10164, 2: 56}
350208 sets, 2813s, hist {0: 572292, 1: 10219, 2: 56}
352256 sets, 2830s, hist {0: 575654, 1: 10281, 2: 58}
354304 sets, 2846s, hist {0: 579017, 1: 10339, 2: 59}
356352 sets, 2863s, hist {0: 582364, 1: 10392, 2: 60}
358400 sets, 2879s, hist {0: 585718, 1: 10452, 2: 60}
360448 sets, 2894s, hist {0: 589057, 1: 10503, 2: 60}
362496 sets, 2911s, hist {0: 592413, 1: 10552, 2: 60}
364544 sets, 2929s, hist {0: 595772, 1: 10598, 2: 60}
366592 sets, 2945s, hist {0: 599137, 1: 10650, 2: 60}
368640 sets, 2960s, hist {0: 602487, 1: 10705, 2: 60}
370688 sets, 2976s, hist {0: 605831, 1: 10764, 2: 61}
372736 sets, 2992s, hist {0: 609180, 1: 10826, 2: 62}
374784 sets, 3006s, hist {0: 612531, 1: 10881, 2: 63}
376832 sets, 3022s, hist {0: 615903, 1: 10932, 2: 64}
378880 sets, 3036s, hist {0: 619214, 1: 10993, 2: 64}
380928 sets, 3054s, hist {0: 622559, 1: 11066, 2: 64}
382976 sets, 3069s, hist {0: 625900, 1: 11130, 2: 64}
385024 sets, 3085s, hist {0: 629245, 1: 11193, 2: 65}
387072 sets, 3103s, hist {0: 632603, 1: 11244, 2: 65}
389120 sets, 3118s, hist {0: 635936, 1: 11300, 2: 65}
391168 sets, 3134s, hist {0: 639298, 1: 11356, 2: 66}
393216 sets, 3150s, hist {0: 642632, 1: 11410, 2: 67}
395264 sets, 3165s, hist {0: 645998, 1: 11470, 2: 68}
397312 sets, 3181s, hist {0: 649335, 1: 11534, 2: 68}
399360 sets, 3199s, hist {0: 652688, 1: 11604, 2: 68}
401408 sets, 3215s, hist {0: 656037, 1: 11658, 2: 69}
403456 sets, 3231s, hist {0: 659376, 1: 11713, 2: 69}
405504 sets, 3246s, hist {0: 662725, 1: 11776, 2: 69}
407552 sets, 3261s, hist {0: 666075, 1: 11834, 2: 69}
409600 sets, 3279s, hist {0: 669424, 1: 11904, 2: 70}
411648 sets, 3294s, hist {0: 672777, 1: 11953, 2: 70}
413696 sets, 3310s, hist {0: 676135, 1: 12011, 2: 70}
415744 sets, 3325s, hist {0: 679470, 1: 12063, 2: 70}
417792 sets, 3342s, hist {0: 682820, 1: 12122, 2: 70}
419840 sets, 3358s, hist {0: 686168, 1: 12183, 2: 71}
421888 sets, 3373s, hist {0: 689509, 1: 12239, 2: 71}
423936 sets, 3389s, hist {0: 692865, 1: 12292, 2: 71}
425984 sets, 3404s, hist {0: 696208, 1: 12355, 2: 71}
428032 sets, 3419s, hist {0: 699555, 1: 12413, 2: 71}
430080 sets, 3434s, hist {0: 702901, 1: 12467, 2: 71}
432128 sets, 3449s, hist {0: 706268, 1: 12518, 2: 71}
434176 sets, 3465s, hist {0: 709603, 1: 12578, 2: 72}
436224 sets, 3481s, hist {0: 712952, 1: 12624, 2: 73}
438272 sets, 3498s, hist {0: 716298, 1: 12689, 2: 74}
440320 sets, 3513s, hist {0: 719639, 1: 12754, 2: 74}
442368 sets, 3530s, hist {0: 722995, 1: 12807, 2: 74}
444416 sets, 3545s, hist {0: 726351, 1: 12859, 2: 74}
446464 sets, 3560s, hist {0: 729693, 1: 12913, 2: 74}
448512 sets, 3576s, hist {0: 733034, 1: 12971, 2: 75}
450560 sets, 3592s, hist {0: 736389, 1: 13025, 2: 76}
452608 sets, 3608s, hist {0: 739756, 1: 13083, 2: 76}
454656 sets, 3624s, hist {0: 743084, 1: 13148, 2: 78}
